COUNTY;STATE;TP;TPNH;TPH;PPH;AP
Izard;Arkansas;13419;13184;235;1,75;2011
Jackson;Arkansas;17866;17387;479;2,68;2011
Jefferson;Arkansas;76246;74941;1305;1,71;2011
Johnson;Arkansas;25742;22459;3283;12,75;2011
Lafayette;Arkansas;7516;7374;142;1,89;2011
Lawrence;Arkansas;17178;17003;175;1,02;2011
Lee;Arkansas;10326;10130;196;1,90;2011
Lincoln;Arkansas;14006;13533;473;3,38;2011
Little River;Arkansas;12996;12595;401;3,09;2011
Logan;Arkansas;22290;21748;542;2,43;2011
Lonoke;Arkansas;69341;66931;2410;3,48;2011
Madison;Arkansas;15776;14994;782;4,96;2011
Marion;Arkansas;16573;16254;319;1,93;2011
Miller;Arkansas;43759;42427;1332;3,04;2011
Mississippi;Arkansas;45966;44255;1711;3,72;2011
Monroe;Arkansas;8075;7917;158;1,96;2011
Montgomery;Arkansas;9433;9054;379;4,02;2011
Nevada;Arkansas;9017;8765;252;2,80;2011
Newton;Arkansas;8264;8119;145;1,76;2011
Ouachita;Arkansas;25880;25431;449;1,74;2011
Perry;Arkansas;10405;10147;258;2,48;2011
Phillips;Arkansas;21442;21121;321;1,50;2011
Pike;Arkansas;11259;10496;763;6,78;2011
Poinsett;Arkansas;24514;23962;552;2,25;2011
Polk;Arkansas;20610;19336;1274;6,18;2011
Pope;Arkansas;62331;57920;4411;7,08;2011
Prairie;Arkansas;8618;8531;87;1,01;2011
Pulaski;Arkansas;386299;363152;23147;5,99;2011
Randolph;Arkansas;18017;17709;308;1,71;2011
St. Francis;Arkansas;27970;26781;1189;4,25;2011
Saline;Arkansas;109526;105236;4290;3,92;2011
Scott;Arkansas;11272;10478;794;7,04;2011
Searcy;Arkansas;8036;7900;136;1,69;2011
Sebastian;Arkansas;127127;111064;16063;12,64;2011
Sevier;Arkansas;17293;11847;5446;31,49;2011
Sharp;Arkansas;17380;17060;320;1,84;2011
Stone;Arkansas;12603;12413;190;1,51;2011
Union;Arkansas;41427;39870;1557;3,76;2011
Van Buren;Arkansas;17083;16606;477;2,79;2011
Washington;Arkansas;207521;174694;32827;15,82;2011
White;Arkansas;78167;75079;3088;3,95;2011
Woodruff;Arkansas;7229;7137;92;1,27;2011
Yell;Arkansas;22060;17822;4238;19,21;2011
Alameda;California;1529875;1180499;349376;22,84;2011
Alpine;California;1102;1017;85;7,71;2011
Amador;California;37953;33053;4900;12,91;2011
Butte;California;220266;187971;32295;14,66;2011
Calaveras;California;45052;40187;4865;10,80;2011
Colusa;California;21549;9465;12084;56,08;2011
Contra Costa;California;1066096;802124;263972;24,76;2011
Del Norte;California;28659;23383;5276;18,41;2011
El Dorado;California;180938;158697;22241;12,29;2011
Fresno;California;942904;463309;479595;50,86;2011
Glenn;California;28128;17338;10790;38,36;2011
Humboldt;California;134761;120992;13769;10,22;2011
Imperial;California;177057;34386;142671;80,58;2011
Inyo;California;18478;14766;3712;20,09;2011
Kern;California;851710;426181;425529;49,96;2011
Kings;California;153765;74674;79091;51,44;2011
Lake;California;64323;52952;11371;17,68;2011
Lassen;California;34200;28033;6167;18,03;2011
Los Angeles;California;9889056;5128082;4760974;48,14;2011
Madera;California;152925;69595;83330;54,49;2011
Marin;California;255031;214927;40104;15,73;2011
Mariposa;California;18191;16390;1801;9,90;2011
Mendocino;California;87553;67546;20007;22,85;2011
Merced;California;259898;115264;144634;55,65;2011
Modoc;California;9517;8156;1361;14,30;2011
Mono;California;14309;10446;3863;27,00;2011
Monterey;California;421898;185398;236500;56,06;2011
Napa;California;138088;92590;45498;32,95;2011
Nevada;California;98612;89880;8732;8,86;2011
Orange;California;3055745;2012993;1042752;34,12;2011
Placer;California;357138;309611;47527;13,31;2011
Plumas;California;19765;18086;1679;8,50;2011
Riverside;California;2239620;1207662;1031958;46,08;2011
Sacramento;California;1436105;1120473;315632;21,98;2011
San Benito;California;56072;24160;31912;56,91;2011
San Bernardino;California;2065377;1034845;1030532;49,90;2011
San Diego;California;3140069;2118173;1021896;32,54;2011
San Francisco;California;812826;687577;125249;15,41;2011
San Joaquin;California;696214;421561;274653;39,45;2011
San Luis Obispo;California;271969;214038;57931;21,30;2011
San Mateo;California;727209;540790;186419;25,64;2011
Santa Barbara;California;426878;241465;185413;43,44;2011
Santa Clara;California;1809378;1318040;491338;27,16;2011
Santa Cruz;California;264298;177995;86303;32,65;2011
Shasta;California;177774;162157;15617;8,79;2011
Sierra;California;3113;2836;277;8,90;2011
Siskiyou;California;44507;39756;4751;10,68;2011
Solano;California;416471;313982;102489;24,61;2011
Sonoma;California;488116;364142;123974;25,40;2011
Stanislaus;California;518522;297403;221119;42,64;2011
Sutter;California;94919;67040;27879;29,37;2011
Tehama;California;63601;49243;14358;22,58;2011
Trinity;California;13723;12708;1015;7,40;2011
Tulare;California;449253;174034;275219;61,26;2011
Tuolumne;California;54953;48770;6183;11,25;2011
Ventura;California;831771;491410;340361;40,92;2011
Yolo;California;202054;140380;61674;30,52;2011
Yuba;California;72578;53781;18797;25,90;2011
Adams;Colorado;451443;279079;172364;38,18;2011
Alamosa;Colorado;15710;8408;7302;46,48;2011
Arapahoe;Colorado;584948;475457;109491;18,72;2011
Archuleta;Colorado;12013;9820;2193;18,26;2011
Baca;Colorado;3795;3446;349;9,20;2011
Bent;Colorado;6250;4346;1904;30,46;2011
Boulder;Colorado;299378;258391;40987;13,69;2011
Chaffee;Colorado;17932;16200;1732;9,66;2011
Cheyenne;Colorado;1876;1683;193;10,29;2011
Clear Creek;Colorado;9012;8528;484;5,37;2011
Conejos;Colorado;8291;3713;4578;55,22;2011
Costilla;Colorado;3662;1312;2350;64,17;2011
Crowley;Colorado;5736;4080;1656;28,87;2011
Custer;Colorado;4205;3995;210;4,99;2011
Delta;Colorado;30451;26110;4341;14,26;2011
Denver;Colorado;619968;422850;197118;31,80;2011
Dolores;Colorado;2056;1960;96;4,67;2011
Douglas;Colorado;292167;269348;22819;7,81;2011
Eagle;Colorado;51854;36092;15762;30,40;2011
Elbert;Colorado;23174;21864;1310;5,65;2011
El Paso;Colorado;636963;538962;98001;15,39;2011
Fremont;Colorado;47347;41391;5956;12,58;2011
Garfield;Colorado;56270;40197;16073;28,56;2011
Gilpin;Colorado;5467;5161;306;5,60;2011
Grand;Colorado;14548;13398;1150;7,91;2011
Gunnison;Colorado;15408;14050;1358;8,81;2011
Hinsdale;Colorado;830;802;28;3,37;2011
Huerfano;Colorado;6520;4197;2323;35,63;2011
Jackson;Colorado;1370;1226;144;10,51;2011
Jefferson;Colorado;539884;461217;78667;14,57;2011
Kiowa;Colorado;1433;1345;88;6,14;2011
Kit Carson;Colorado;8142;6596;1546;18,99;2011
Lake;Colorado;7427;4462;2965;39,92;2011
La Plata;Colorado;51917;45558;6359;12,25;2011
Larimer;Colorado;305525;272593;32932;10,78;2011
Las Animas;Colorado;15037;8687;6350;42,23;2011
Lincoln;Colorado;5454;4760;694;12,73;2011
Logan;Colorado;22619;19070;3549;15,69;2011
Mesa;Colorado;147083;127089;19994;13,59;2011
Mineral;Colorado;708;690;18;2,54;2011
Moffat;Colorado;13451;11466;1985;14,76;2011
Montezuma;Colorado;25442;22488;2954;11,61;2011
Montrose;Colorado;41011;32697;8314;20,27;2011
Morgan;Colorado;28175;18474;9701;34,43;2011
Otero;Colorado;18865;11220;7645;40,53;2011
Ouray;Colorado;4356;4134;222;5,10;2011
Park;Colorado;16089;15293;796;4,95;2011
Phillips;Colorado;4399;3559;840;19,10;2011
Pitkin;Colorado;17102;15550;1552;9,08;2011
Prowers;Colorado;12549;8064;4485;35,74;2011
Pueblo;Colorado;160545;93774;66771;41,59;2011
Rio Blanco;Colorado;6782;6052;730;10,76;2011
Rio Grande;Colorado;11956;6779;5177;43,30;2011
Routt;Colorado;23239;21630;1609;6,92;2011
Saguache;Colorado;6228;3747;2481;39,84;2011
San Juan;Colorado;692;603;89;12,86;2011
San Miguel;Colorado;7490;6786;704;9,40;2011
Sedgwick;Colorado;2364;2073;291;12,31;2011
Summit;Colorado;27972;23962;4010;14,34;2011
Teller;Colorado;23356;22037;1319;5,65;2011
Washington;Colorado;4770;4352;418;8,76;2011
Weld;Colorado;258638;184797;73841;28,55;2011
Yuma;Colorado;10100;7880;2220;21,98;2011
Fairfield;Connecticut;925899;765207;160692;17,36;2011
Hartford;Connecticut;894705;753956;140749;15,73;2011
Litchfield;Connecticut;188789;179793;8996;4,77;2011
Middlesex;Connecticut;166043;157706;8337;5,02;2011
New Haven;Connecticut;861113;728348;132765;15,42;2011
New London;Connecticut;273502;249406;24096;8,81;2011
Tolland;Connecticut;152507;145508;6999;4,59;2011
Windham;Connecticut;118151;106495;11656;9,87;2011
Kent;Delaware;164834;154954;9880;5,99;2011
New Castle;Delaware;541971;493436;48535;8,96;2011
Sussex;Delaware;200330;182592;17738;8,85;2011
District of Columbia  ;District of Columbia;617996;559252;58744;9,51;2011
Alachua;Florida;249365;227263;22102;8,86;2011
Baker;Florida;27154;26560;594;2,19;2011
Bay;Florida;169856;161260;8596;5,06;2011
Bradford;Florida;28255;27148;1107;3,92;2011
Brevard;Florida;543566;498133;45433;8,36;2011
Broward;Florida;1780172;1320789;459383;25,81;2011
Calhoun;Florida;14750;13960;790;5,36;2011
Charlotte;Florida;160511;150968;9543;5,95;2011
Citrus;Florida;140031;133232;6799;4,86;2011
Clay;Florida;192370;176989;15381;8,00;2011
Collier;Florida;328134;241737;86397;26,33;2011
Columbia;Florida;67485;64068;3417;5,06;2011
DeSoto;Florida;34894;24290;10604;30,39;2011
Dixie;Florida;16486;15919;567;3,44;2011
Duval;Florida;870709;802076;68633;7,88;2011
Escambia;Florida;299114;284311;14803;4,95;2011
Flagler;Florida;97376;88613;8763;9,00;2011
Franklin;Florida;11596;11038;558;4,81;2011
Gadsden;Florida;46151;41482;4669;10,12;2011
Gilchrist;Florida;17004;16114;890;5,23;2011
Glades;Florida;12635;9886;2749;21,76;2011
Gulf;Florida;15844;15125;719;4,54;2011
Hamilton;Florida;14671;13304;1367;9,32;2011
Hardee;Florida;27887;15879;12008;43,06;2011
Hendry;Florida;39089;19784;19305;49,39;2011
Hernando;Florida;173094;154736;18358;10,61;2011
Highlands;Florida;98630;81099;17531;17,78;2011
Hillsborough;Florida;1267775;950150;317625;25,05;2011
Holmes;Florida;19873;19364;509;2,56;2011
Indian River;Florida;138894;122759;16135;11,62;2011
Jackson;Florida;49292;47042;2250;4,57;2011
Jefferson;Florida;14658;14085;573;3,91;2011
Lafayette;Florida;8942;7833;1109;12,40;2011
Lake;Florida;301019;263122;37897;12,59;2011
Lee;Florida;631330;513664;117666;18,64;2011
Leon;Florida;277971;261439;16532;5,95;2011
Levy;Florida;40156;37046;3110;7,75;2011
Liberty;Florida;8314;7766;548;6,59;2011
Madison;Florida;19115;18175;940;4,92;2011
Manatee;Florida;327142;277636;49506;15,13;2011
Marion;Florida;332529;295324;37205;11,19;2011
Martin;Florida;147495;129228;18267;12,39;2011
Miami-Dade;Florida;2554766;906136;1648630;64,53;2011
Monroe;Florida;73873;58331;15542;21,04;2011
Nassau;Florida;74195;71611;2584;3,48;2011
Okaloosa;Florida;183482;170341;13141;7,16;2011
Okeechobee;Florida;40140;30299;9841;24,52;2011
Orange;Florida;1169107;847967;321140;27,47;2011
Osceola;Florida;276163;148418;127745;46,26;2011
Palm Beach;Florida;1335187;1074126;261061;19,55;2011
Pasco;Florida;466457;409967;56490;12,11;2011
Pinellas;Florida;917398;841020;76378;8,33;2011
Polk;Florida;609492;498946;110546;18,14;2011
Putnam;Florida;74041;67113;6928;9,36;2011
St. Johns;Florida;195823;185014;10809;5,52;2011
St. Lucie;Florida;280379;233205;47174;16,83;2011
Santa Rosa;Florida;154104;147039;7065;4,59;2011
Sarasota;Florida;382213;350797;31416;8,22;2011
Seminole;Florida;425071;349915;75156;17,68;2011
Sumter;Florida;97756;91899;5857;5,99;2011
Suwannee;Florida;41972;38191;3781;9,01;2011
Taylor;Florida;22691;21875;816;3,60;2011
Union;Florida;15388;14583;805;5,23;2011
Volusia;Florida;494804;438085;56719;11,46;2011
Wakulla;Florida;30978;29875;1103;3,56;2011
Walton;Florida;55793;52736;3057;5,48;2011
Washington;Florida;24935;24132;803;3,22;2011
Appling;Georgia;18420;16681;1739;9,44;2011
Atkinson;Georgia;8413;6325;2088;24,82;2011
Bacon;Georgia;11203;10366;837;7,47;2011
Baker;Georgia;3085;2933;152;4,93;2011
Baldwin;Georgia;44417;43462;955;2,15;2011
Banks;Georgia;18251;17141;1110;6,08;2011
Barrow;Georgia;69912;63547;6365;9,10;2011
Bartow;Georgia;100421;92477;7944;7,91;2011
Ben Hill;Georgia;17673;16597;1076;6,09;2011
Berrien;Georgia;19372;18410;962;4,97;2011
Bibb;Georgia;156433;151653;4780;3,06;2011
Bleckley;Georgia;13290;12967;323;2,43;2011
Brantley;Georgia;18367;17992;375;2,04;2011
Brooks;Georgia;15889;15058;831;5,23;2011
Bryan;Georgia;31377;29757;1620;5,16;2011
Bulloch;Georgia;72881;70206;2675;3,67;2011
Burke;Georgia;23504;22827;677;2,88;2011
Butts;Georgia;23504;22844;660;2,81;2011
Calhoun;Georgia;6740;6463;277;4,11;2011
Camden;Georgia;50410;47710;2700;5,36;2011
Candler;Georgia;11276;10027;1249;11,08;2011
Carroll;Georgia;111159;104021;7138;6,42;2011
Catoosa;Georgia;64530;62922;1608;2,49;2011
Charlton;Georgia;13422;12954;468;3,49;2011
Chatham;Georgia;271544;255965;15579;5,74;2011
Chattahoochee;Georgia;11749;10101;1648;14,03;2011
Chattooga;Georgia;25736;24653;1083;4,21;2011
Cherokee;Georgia;218286;196621;21665;9,93;2011
Clarke;Georgia;117344;105020;12324;10,50;2011
Clay;Georgia;3111;3083;28;0,90;2011
Clayton;Georgia;261532;226169;35363;13,52;2011
Clinch;Georgia;6777;6546;231;3,41;2011
Cobb;Georgia;697553;610076;87477;12,54;2011
Coffee;Georgia;42864;38403;4461;10,41;2011
Colquitt;Georgia;45645;37625;8020;17,57;2011
Columbia;Georgia;128112;121325;6787;5,30;2011
Cook;Georgia;17125;16118;1007;5,88;2011
Coweta;Georgia;129629;120562;9067;7,00;2011
Crawford;Georgia;12567;12221;346;2,75;2011
Crisp;Georgia;23710;22904;806;3,40;2011
Dade;Georgia;16570;16261;309;1,87;2011
Dawson;Georgia;22459;21530;929;4,14;2011
Decatur;Georgia;27694;26220;1474;5,32;2011
DeKalb;Georgia;699893;631135;68758;9,82;2011
Dodge;Georgia;21894;21140;754;3,44;2011
Dooly;Georgia;14587;13691;896;6,14;2011
Dougherty;Georgia;94788;92443;2345;2,47;2011
Douglas;Georgia;133355;121903;11452;8,59;2011
Early;Georgia;10778;10579;199;1,85;2011
Echols;Georgia;4129;2915;1214;29,40;2011
Effingham;Georgia;52655;51016;1639;3,11;2011
Elbert;Georgia;19886;18890;996;5,01;2011
Emanuel;Georgia;22567;21512;1055;4,68;2011
Evans;Georgia;11065;9662;1403;12,68;2011
Fannin;Georgia;23708;23239;469;1,98;2011
Fayette;Georgia;107784;100733;7051;6,54;2011
Floyd;Georgia;95989;86668;9321;9,71;2011
Forsyth;Georgia;181840;164334;17506;9,63;2011
Franklin;Georgia;21864;20945;919;4,20;2011
Fulton;Georgia;949599;872907;76692;8,08;2011
Gilmer;Georgia;28324;25423;2901;10,24;2011
Glascock;Georgia;3084;3039;45;1,46;2011
Glynn;Georgia;80386;75121;5265;6,55;2011
Gordon;Georgia;55621;47708;7913;14,23;2011
Grady;Georgia;25255;22635;2620;10,37;2011
Greene;Georgia;16031;15095;936;5,84;2011
Gwinnett;Georgia;824941;655695;169246;20,52;2011
Habersham;Georgia;43279;37702;5577;12,89;2011
Hall;Georgia;183052;133958;49094;26,82;2011
Hancock;Georgia;9400;9241;159;1,69;2011
Haralson;Georgia;28638;28246;392;1,37;2011
Harris;Georgia;32265;31325;940;2,91;2011
Hart;Georgia;25305;24476;829;3,28;2011
Heard;Georgia;11744;11494;250;2,13;2011
Henry;Georgia;207360;194859;12501;6,03;2011
Houston;Georgia;143925;135019;8906;6,19;2011
Irwin;Georgia;9679;9405;274;2,83;2011
Jackson;Georgia;61257;57262;3995;6,52;2011
Jasper;Georgia;13885;13313;572;4,12;2011
Jeff Davis;Georgia;15162;13483;1679;11,07;2011
Jefferson;Georgia;16675;16130;545;3,27;2011
Jenkins;Georgia;8148;7782;366;4,49;2011
Johnson;Georgia;9975;9766;209;2,10;2011
Jones;Georgia;28516;28156;360;1,26;2011
Lamar;Georgia;18194;17795;399;2,19;2011
Lanier;Georgia;10404;9890;514;4,94;2011
Laurens;Georgia;47949;46813;1136;2,37;2011
Lee;Georgia;28575;27949;626;2,19;2011
Liberty;Georgia;65451;58615;6836;10,44;2011
Lincoln;Georgia;7862;7750;112;1,43;2011
Long;Georgia;15136;13327;1809;11,95;2011
Lowndes;Georgia;111885;106082;5803;5,19;2011
Lumpkin;Georgia;30031;28632;1399;4,66;2011
McDuffie;Georgia;21673;21161;512;2,36;2011
McIntosh;Georgia;14170;13942;228;1,61;2011
Macon;Georgia;14405;13847;558;3,87;2011
Madison;Georgia;27921;26702;1219;4,37;2011
Marion;Georgia;8746;8159;587;6,71;2011
Meriwether;Georgia;21617;21253;364;1,68;2011
Miller;Georgia;6141;6031;110;1,79;2011
Mitchell;Georgia;23462;22393;1069;4,56;2011
Monroe;Georgia;26625;26034;591;2,22;2011
Montgomery;Georgia;9065;8548;517;5,70;2011
Morgan;Georgia;17961;17456;505;2,81;2011
Murray;Georgia;39557;34162;5395;13,64;2011
Muscogee;Georgia;194107;181171;12936;6,66;2011
Newton;Georgia;100814;95998;4816;4,78;2011
Oconee;Georgia;33366;31852;1514;4,54;2011
Oglethorpe;Georgia;14686;14103;583;3,97;2011
Paulding;Georgia;143542;135958;7584;5,28;2011
Peach;Georgia;27823;25861;1962;7,05;2011
Pickens;Georgia;29415;28564;851;2,89;2011
Pierce;Georgia;18770;17831;939;5,00;2011
Pike;Georgia;17751;17534;217;1,22;2011
Polk;Georgia;41211;36148;5063;12,29;2011
Pulaski;Georgia;11735;11285;450;3,84;2011
Putnam;Georgia;21345;19935;1410;6,61;2011
Quitman;Georgia;2464;2424;40;1,62;2011
Rabun;Georgia;16274;14903;1371;8,42;2011
Randolph;Georgia;7558;7430;128;1,69;2011
Richmond;Georgia;201217;192521;8696;4,32;2011
Rockdale;Georgia;85765;77243;8522;9,94;2011
Schley;Georgia;5020;4830;190;3,79;2011
Screven;Georgia;14367;14162;205;1,43;2011
Seminole;Georgia;8791;8539;252;2,87;2011
Spalding;Georgia;64033;61494;2539;3,97;2011
Stephens;Georgia;25960;25286;674;2,60;2011
Stewart;Georgia;5910;4445;1465;24,79;2011
Sumter;Georgia;32511;30666;1845;5,68;2011
Talbot;Georgia;6751;6643;108;1,60;2011
Taliaferro;Georgia;1703;1660;43;2,53;2011
Tattnall;Georgia;25688;23041;2647;10,30;2011
Taylor;Georgia;8499;8329;170;2,00;2011
Telfair;Georgia;16057;14016;2041;12,71;2011
Terrell;Georgia;9319;9125;194;2,08;2011
Thomas;Georgia;44702;43319;1383;3,09;2011
Tift;Georgia;41461;37209;4252;10,26;2011
Toombs;Georgia;27434;24343;3091;11,27;2011
Towns;Georgia;10611;10388;223;2,10;2011
Treutlen;Georgia;6825;6690;135;1,98;2011
Troup;Georgia;67764;65402;2362;3,49;2011
Turner;Georgia;8875;8531;344;3,88;2011
Twiggs;Georgia;8779;8651;128;1,46;2011
Union;Georgia;21134;20591;543;2,57;2011
Upson;Georgia;26977;26338;639;2,37;2011
Walker;Georgia;68848;67663;1185;1,72;2011
Walton;Georgia;84580;81492;3088;3,65;2011
Ware;Georgia;36474;35208;1266;3,47;2011
Warren;Georgia;5721;5662;59;1,03;2011
Washington;Georgia;21111;20665;446;2,11;2011
Wayne;Georgia;30327;28502;1825;6,02;2011
Webster;Georgia;2791;2683;108;3,87;2011
Wheeler;Georgia;7939;7552;387;4,88;2011
White;Georgia;27273;26607;666;2,44;2011
Whitfield;Georgia;103184;69847;33337;32,31;2011
Wilcox;Georgia;9298;8947;351;3,78;2011
Wilkes;Georgia;10211;9848;363;3,56;2011
Wilkinson;Georgia;9444;9229;215;2,28;2011
Worth;Georgia;21921;21507;414;1,89;2011
Hawaii;Hawaii;186738;164747;21991;11,78;2011
Honolulu;Hawaii;963607;882037;81570;8,47;2011
Kalawao;Hawaii;90;89;1;1,11;2011
Kauai;Hawaii;67701;61144;6557;9,69;2011
Maui;Hawaii;156674;140375;16299;10,40;2011
Ada;Idaho;400842;371428;29414;7,34;2011
Adams;Idaho;3977;3866;111;2,79;2011
Bannock;Idaho;83691;77804;5887;7,03;2011
Bear Lake;Idaho;6001;5757;244;4,07;2011
Benewah;Idaho;9209;8937;272;2,95;2011
Bingham;Idaho;45952;37872;8080;17,58;2011
Blaine;Idaho;21199;16819;4380;20,66;2011
Boise;Idaho;7025;6770;255;3,63;2011
Bonner;Idaho;40808;39832;976;2,39;2011
Bonneville;Idaho;105772;93317;12455;11,78;2011
Boundary;Idaho;10804;10395;409;3,79;2011
Butte;Idaho;2822;2704;118;4,18;2011
Camas;Idaho;1124;1036;88;7,83;2011
Canyon;Idaho;191694;145475;46219;24,11;2011
Caribou;Idaho;6850;6515;335;4,89;2011
Cassia;Idaho;23186;17342;5844;25,21;2011
Clark;Idaho;949;558;391;41,20;2011
Clearwater;Idaho;8702;8418;284;3,26;2011
Custer;Idaho;4333;4146;187;4,32;2011
Elmore;Idaho;26346;22217;4129;15,67;2011
Franklin;Idaho;12850;11960;890;6,93;2011
Fremont;Idaho;13128;11469;1659;12,64;2011
Gem;Idaho;16665;15291;1374;8,25;2011
Gooding;Idaho;15475;11125;4350;28,11;2011
Idaho;Idaho;16446;15994;452;2,75;2011
Jefferson;Idaho;26301;23570;2731;10,38;2011
Jerome;Idaho;22682;15415;7267;32,04;2011
Kootenai;Idaho;141132;135455;5677;4,02;2011
Latah;Idaho;37704;36265;1439;3,82;2011
Lemhi;Idaho;7967;7767;200;2,51;2011
Lewis;Idaho;3822;3690;132;3,45;2011
Lincoln;Idaho;5186;3697;1489;28,71;2011
Madison;Idaho;37864;35544;2320;6,13;2011
Minidoka;Idaho;20155;13608;6547;32,48;2011
Nez Perce;Idaho;39543;38310;1233;3,12;2011
Oneida;Idaho;4215;4078;137;3,25;2011
Owyhee;Idaho;11438;8478;2960;25,88;2011
Payette;Idaho;22624;19191;3433;15,17;2011
Power;Idaho;7766;5389;2377;30,61;2011
Shoshone;Idaho;12672;12241;431;3,40;2011
Teton;Idaho;10166;8421;1745;17,17;2011
Twin Falls;Idaho;78005;67002;11003;14,11;2011
Valley;Idaho;9638;9214;424;4,40;2011
Washington;Idaho;10255;8523;1732;16,89;2011
Adams;Illinois;67159;66290;869;1,29;2011
Alexander;Illinois;8036;7878;158;1,97;2011
Bond;Illinois;17727;17158;569;3,21;2011
Boone;Illinois;54367;43356;11011;20,25;2011
Brown;Illinois;6878;6470;408;5,93;2011
Bureau;Illinois;34606;31859;2747;7,94;2011
Calhoun;Illinois;5048;4993;55;1,09;2011
Carroll;Illinois;15163;14699;464;3,06;2011
Cass;Illinois;13579;11228;2351;17,31;2011
Champaign;Illinois;201685;190664;11021;5,46;2011
Christian;Illinois;34865;34352;513;1,47;2011
Clark;Illinois;16161;15957;204;1,26;2011
Clay;Illinois;13728;13550;178;1,30;2011
Clinton;Illinois;37956;36855;1101;2,90;2011
Coles;Illinois;53916;52685;1231;2,28;2011
Cook;Illinois;5217080;3943449;1273631;24,41;2011
Crawford;Illinois;19857;19434;423;2,13;2011
Cumberland;Illinois;11096;10998;98;0,88;2011
DeKalb;Illinois;104743;93773;10970;10,47;2011
De Witt;Illinois;16578;16206;372;2,24;2011
Douglas;Illinois;19836;18558;1278;6,44;2011
DuPage;Illinois;923222;797408;125814;13,63;2011
Edgar;Illinois;18393;18178;215;1,17;2011
Edwards;Illinois;6618;6555;63;0,95;2011
Effingham;Illinois;34280;33639;641;1,87;2011
Fayette;Illinois;22133;21794;339;1,53;2011
Ford;Illinois;13976;13635;341;2,44;2011
Franklin;Illinois;39627;39067;560;1,41;2011
Fulton;Illinois;36962;36021;941;2,55;2011
Gallatin;Illinois;5528;5457;71;1,28;2011
Greene;Illinois;13798;13668;130;0,94;2011
Grundy;Illinois;50130;45906;4224;8,43;2011
Hamilton;Illinois;8425;8303;122;1,45;2011
Hancock;Illinois;19031;18821;210;1,10;2011
Hardin;Illinois;4281;4219;62;1,45;2011
Henderson;Illinois;7196;7112;84;1,17;2011
Henry;Illinois;50328;47857;2471;4,91;2011
Iroquois;Illinois;29475;27795;1680;5,70;2011
Jackson;Illinois;60365;57797;2568;4,25;2011
Jasper;Illinois;9717;9627;90;0,93;2011
Jefferson;Illinois;38713;37861;852;2,20;2011
Jersey;Illinois;22916;22672;244;1,07;2011
Jo Daviess;Illinois;22712;22078;634;2,79;2011
Johnson;Illinois;12654;12256;398;3,15;2011
Kane;Illinois;520271;358418;161853;31,11;2011
Kankakee;Illinois;113698;103239;10459;9,20;2011
Kendall;Illinois;116631;98143;18488;15,85;2011
Knox;Illinois;52917;50304;2613;4,94;2011
Lake;Illinois;706222;563026;143196;20,28;2011
LaSalle;Illinois;113518;104099;9419;8,30;2011
Lawrence;Illinois;16745;16157;588;3,51;2011
Lee;Illinois;35467;33647;1820;5,13;2011
Livingston;Illinois;38885;37300;1585;4,08;2011
Logan;Illinois;30140;29220;920;3,05;2011
McDonough;Illinois;32582;31656;926;2,84;2011
McHenry;Illinois;308944;272679;36265;11,74;2011
McLean;Illinois;170556;162680;7876;4,62;2011
Macon;Illinois;110730;108519;2211;2,00;2011
Macoupin;Illinois;47687;47191;496;1,04;2011
Madison;Illinois;268459;260736;7723;2,88;2011
Marion;Illinois;39335;38732;603;1,53;2011
Marshall;Illinois;12533;12193;340;2,71;2011
Mason;Illinois;14485;14344;141;0,97;2011
Massac;Illinois;15442;15129;313;2,03;2011
Menard;Illinois;12703;12564;139;1,09;2011
Mercer;Illinois;16363;16048;315;1,93;2011
Monroe;Illinois;33306;32825;481;1,44;2011
Montgomery;Illinois;29848;29377;471;1,58;2011
Morgan;Illinois;35543;34754;789;2,22;2011
Moultrie;Illinois;14824;14674;150;1,01;2011
Ogle;Illinois;53115;48302;4813;9,06;2011
Peoria;Illinois;186834;179349;7485;4,01;2011
Perry;Illinois;22264;21637;627;2,82;2011
Piatt;Illinois;16675;16481;194;1,16;2011
Pike;Illinois;16398;16216;182;1,11;2011
Pope;Illinois;4370;4306;64;1,47;2011
Pulaski;Illinois;6046;5943;103;1,70;2011
Putnam;Illinois;5968;5709;259;4,34;2011
Randolph;Illinois;33361;32466;895;2,68;2011
Richland;Illinois;16230;16003;227;1,40;2011
Rock Island;Illinois;147556;130025;17531;11,88;2011
St. Clair;Illinois;270259;260956;9303;3,44;2011
Saline;Illinois;24981;24592;389;1,56;2011
Sangamon;Illinois;198844;195045;3799;1,91;2011
Schuyler;Illinois;7479;7361;118;1,58;2011
Scott;Illinois;5271;5223;48;0,91;2011
Shelby;Illinois;22212;21985;227;1,02;2011
Stark;Illinois;5667;5601;66;1,17;2011
Stephenson;Illinois;47563;46099;1464;3,08;2011
Tazewell;Illinois;135661;132922;2739;2,02;2011
Union;Illinois;17708;16809;899;5,08;2011
Vermilion;Illinois;81509;77937;3572;4,38;2011
Wabash;Illinois;11834;11666;168;1,42;2011
Warren;Illinois;17818;16241;1577;8,85;2011
Washington;Illinois;14533;14316;217;1,49;2011
Wayne;Illinois;16651;16466;185;1,11;2011
White;Illinois;14663;14479;184;1,26;2011
Whiteside;Illinois;58388;51823;6565;11,24;2011
Will;Illinois;681545;573337;108208;15,88;2011
Williamson;Illinois;66622;65266;1356;2,04;2011
